------------------------------------------------------ 
:: Load Love Numbers (Load-Deformation Coefficients) 
:: Computed at 03:59PM on December 28, 2018
------------------------------------------------------ 
:: Material Parameters 
Planet-Radius (m) | Planet-Mass (kg) | Lambda-Surface (Pa) | Mu-Surface (Pa) | Gravity-Surface (m/s^2) 
6371000.0 5.97324441059e+24 34216026218.0 26623910437.0 9.81863493384
------------------------------------------------------ 
:: Asymptotic Love Numbers 
hp     |     hpp     |     nlp     |     nlpp     |     nkp     |     nkpp 
-6.20875185901 6.15234155125 1.88993805916 -0.252810390866 -2.6824947171 8.04177729086
------------------------------------------------------ 
******************   Love Numbers   ****************** 
n   |   h   |   nl   |   nk | h_asymptotic | nl_asymptotic | nk_asymptotic 
   4476   -6.2073797437    1.8898823794   -2.6806998324   -6.2073773412    1.8898815778   -2.6806980734
   4477   -6.2073800509    1.8898823928   -2.6807002349   -6.2073776483    1.8898815905   -2.6806984747
   4478   -6.2073803580    1.8898824063   -2.6807006322   -6.2073779551    1.8898816031   -2.6806988758
   4479   -6.2073806649    1.8898824196   -2.6807010364   -6.2073782619    1.8898816157   -2.6806992768
   4480   -6.2073809717    1.8898824330   -2.6807014082   -6.2073785685    1.8898816283   -2.6806996775
   4481   -6.2073812784    1.8898824464   -2.6807018300   -6.2073788750    1.8898816409   -2.6807000781
   4482   -6.2073815849    1.8898824597   -2.6807022380   -6.2073791813    1.8898816535   -2.6807004785
   4483   -6.2073818913    1.8898824731   -2.6807026324   -6.2073794875    1.8898816660   -2.6807008788
   4484   -6.2073821975    1.8898824864   -2.6807030439   -6.2073797935    1.8898816786   -2.6807012788
   4485   -6.2073825036    1.8898824998   -2.6807034421   -6.2073800995    1.8898816912   -2.6807016787
   4486   -6.2073828095    1.8898825131   -2.6807038516   -6.2073804053    1.8898817037   -2.6807020784
   4487   -6.2073831153    1.8898825264   -2.6807042390   -6.2073807109    1.8898817163   -2.6807024779
   4488   -6.2073834210    1.8898825397   -2.6807046442   -6.2073810164    1.8898817289   -2.6807028772
   4489   -6.2073837265    1.8898825530   -2.6807050430   -6.2073813218    1.8898817414   -2.6807032764
   4490   -6.2073840319    1.8898825662   -2.6807054293   -6.2073816270    1.8898817540   -2.6807036754
   4491   -6.2073843371    1.8898825795   -2.6807058401   -6.2073819321    1.8898817665   -2.6807040742
   4492   -6.2073846422    1.8898825928   -2.6807062296   -6.2073822371    1.8898817790   -2.6807044728
   4493   -6.2073849472    1.8898826060   -2.6807066318   -6.2073825419    1.8898817915   -2.6807048713
   4494   -6.2073852520    1.8898826192   -2.6807070283   -6.2073828466    1.8898818041   -2.6807052695
   4495   -6.2073855567    1.8898826325   -2.6807074133   -6.2073831512    1.8898818166   -2.6807056676
   4496   -6.2073858612    1.8898826457   -2.6807078298   -6.2073834556    1.8898818291   -2.6807060656
   4497   -6.2073861656    1.8898826589   -2.6807082290   -6.2073837599    1.8898818416   -2.6807064633
   4498   -6.2073864698    1.8898826720   -2.6807086356   -6.2073840641    1.8898818541   -2.6807068609
   4499   -6.2073867740    1.8898826852   -2.6807090222   -6.2073843681    1.8898818666   -2.6807072583
   4500   -6.2073870779    1.8898826984   -2.6807094072   -6.2073846720    1.8898818791   -2.6807076555
   4501   -6.2073873818    1.8898827116   -2.6807098094   -6.2073849758    1.8898818916   -2.6807080525
   4502   -6.2073876855    1.8898827247   -2.6807102104   -6.2073852794    1.8898819040   -2.6807084494
   4503   -6.2073879890    1.8898827379   -2.6807105983   -6.2073855828    1.8898819165   -2.6807088461
   4504   -6.2073882924    1.8898827510   -2.6807110007   -6.2073858862    1.8898819290   -2.6807092426
   4505   -6.2073885957    1.8898827641   -2.6807114025   -6.2073861894    1.8898819414   -2.6807096389
   4506   -6.2073888989    1.8898827772   -2.6807117977   -6.2073864925    1.8898819539   -2.6807100351
   4507   -6.2073892018    1.8898827903   -2.6807121897   -6.2073867954    1.8898819663   -2.6807104310
   4508   -6.2073895047    1.8898828034   -2.6807125724   -6.2073870982    1.8898819788   -2.6807108268
   4509   -6.2073898074    1.8898828165   -2.6807129828   -6.2073874009    1.8898819912   -2.6807112225
   4510   -6.2073901100    1.8898828296   -2.6807133781   -6.2073877035    1.8898820036   -2.6807116179
   4511   -6.2073904125    1.8898828426   -2.6807137678   -6.2073880059    1.8898820161   -2.6807120132
   4512   -6.2073907148    1.8898828557   -2.6807141674   -6.2073883081    1.8898820285   -2.6807124083
   4513   -6.2073910169    1.8898828687   -2.6807145554   -6.2073886103    1.8898820409   -2.6807128032
   4514   -6.2073913190    1.8898828817   -2.6807149537   -6.2073889123    1.8898820533   -2.6807131980
   4515   -6.2073916209    1.8898828948   -2.6807153500   -6.2073892141    1.8898820657   -2.6807135926
   4516   -6.2073919226    1.8898829078   -2.6807157477   -6.2073895159    1.8898820781   -2.6807139870
   4517   -6.2073922242    1.8898829208   -2.6807161346   -6.2073898175    1.8898820905   -2.6807143812
   4518   -6.2073925257    1.8898829338   -2.6807165294   -6.2073901190    1.8898821029   -2.6807147752
   4519   -6.2073928270    1.8898829467   -2.6807169229   -6.2073904203    1.8898821153   -2.6807151691
   4520   -6.2073931282    1.8898829597   -2.6807173246   -6.2073907215    1.8898821277   -2.6807155628
   4521   -6.2073934293    1.8898829727   -2.6807177040   -6.2073910226    1.8898821400   -2.6807159564
   4522   -6.2073937302    1.8898829856   -2.6807181133   -6.2073913235    1.8898821524   -2.6807163497
   4523   -6.2073940310    1.8898829986   -2.6807185069   -6.2073916243    1.8898821648   -2.6807167429
   4524   -6.2073943317    1.8898830115   -2.6807188969   -6.2073919250    1.8898821771   -2.6807171359
   4525   -6.2073946322    1.8898830244   -2.6807192961   -6.2073922255    1.8898821895   -2.6807175287
   4526   -6.2073949326    1.8898830374   -2.6807196798   -6.2073925259    1.8898822018   -2.6807179214
   4527   -6.2073952328    1.8898830503   -2.6807200730   -6.2073928262    1.8898822141   -2.6807183139
   4528   -6.2073955329    1.8898830631   -2.6807204665   -6.2073931263    1.8898822265   -2.6807187062
   4529   -6.2073958329    1.8898830760   -2.6807208482   -6.2073934263    1.8898822388   -2.6807190984
   4530   -6.2073961327    1.8898830889   -2.6807212491   -6.2073937262    1.8898822511   -2.6807194903
   4531   -6.2073964324    1.8898831018   -2.6807216448   -6.2073940260    1.8898822634   -2.6807198821
   4532   -6.2073967320    1.8898831146   -2.6807220322   -6.2073943256    1.8898822758   -2.6807202737
   4533   -6.2073970314    1.8898831275   -2.6807224208   -6.2073946250    1.8898822881   -2.6807206652
   4534   -6.2073973307    1.8898831403   -2.6807228108   -6.2073949244    1.8898823004   -2.6807210565
   4535   -6.2073976298    1.8898831531   -2.6807232024   -6.2073952236    1.8898823127   -2.6807214476
   4536   -6.2073979288    1.8898831660   -2.6807235864   -6.2073955227    1.8898823249   -2.6807218385
   4537   -6.2073982277    1.8898831788   -2.6807239786   -6.2073958216    1.8898823372   -2.6807222293
   4538   -6.2073985265    1.8898831916   -2.6807243758   -6.2073961205    1.8898823495   -2.6807226199
   4539   -6.2073988251    1.8898832044   -2.6807247630   -6.2073964191    1.8898823618   -2.6807230103
   4540   -6.2073991235    1.8898832171   -2.6807251496   -6.2073967177    1.8898823741   -2.6807234005
   4541   -6.2073994219    1.8898832299   -2.6807255511   -6.2073970161    1.8898823863   -2.6807237906
   4542   -6.2073997201    1.8898832427   -2.6807259306   -6.2073973144    1.8898823986   -2.6807241805
   4543   -6.2074000181    1.8898832554   -2.6807263347   -6.2073976126    1.8898824108   -2.6807245702
   4544   -6.2074003161    1.8898832682   -2.6807267234   -6.2073979106    1.8898824231   -2.6807249598
   4545   -6.2074006139    1.8898832809   -2.6807270968   -6.2073982085    1.8898824353   -2.6807253492
   4546   -6.2074009115    1.8898832936   -2.6807274984   -6.2073985063    1.8898824475   -2.6807257384
   4547   -6.2074012091    1.8898833064   -2.6807278851   -6.2073988039    1.8898824598   -2.6807261274
   4548   -6.2074015064    1.8898833191   -2.6807282663   -6.2073991014    1.8898824720   -2.6807265163
   4549   -6.2074018037    1.8898833318   -2.6807286608   -6.2073993988    1.8898824842   -2.6807269050
   4550   -6.2074021008    1.8898833445   -2.6807290532   -6.2073996960    1.8898824964   -2.6807272935
   4551   -6.2074023978    1.8898833572   -2.6807294344   -6.2073999931    1.8898825086   -2.6807276819
   4552   -6.2074026947    1.8898833698   -2.6807298232   -6.2074002901    1.8898825208   -2.6807280701
   4553   -6.2074029914    1.8898833825   -2.6807302074   -6.2074005870    1.8898825330   -2.6807284581
   4554   -6.2074032880    1.8898833951   -2.6807305965   -6.2074008837    1.8898825452   -2.6807288459
   4555   -6.2074035844    1.8898834078   -2.6807309843   -6.2074011803    1.8898825574   -2.6807292336
   4556   -6.2074038807    1.8898834204   -2.6807313680   -6.2074014768    1.8898825696   -2.6807296211
   4557   -6.2074041769    1.8898834330   -2.6807317509   -6.2074017731    1.8898825818   -2.6807300085
   4558   -6.2074044730    1.8898834457   -2.6807321454   -6.2074020693    1.8898825940   -2.6807303956
   4559   -6.2074047689    1.8898834583   -2.6807325240   -6.2074023654    1.8898826061   -2.6807307826
   4560   -6.2074050647    1.8898834709   -2.6807329239   -6.2074026613    1.8898826183   -2.6807311694
   4561   -6.2074053603    1.8898834835   -2.6807332988   -6.2074029571    1.8898826304   -2.6807315561
   4562   -6.2074056558    1.8898834960   -2.6807336861   -6.2074032528    1.8898826426   -2.6807319426
   4563   -6.2074059512    1.8898835086   -2.6807340704   -6.2074035483    1.8898826547   -2.6807323289
   4564   -6.2074062465    1.8898835212   -2.6807344551   -6.2074038438    1.8898826669   -2.6807327151
   4565   -6.2074065416    1.8898835337   -2.6807348559   -6.2074041391    1.8898826790   -2.6807331010
   4566   -6.2074068366    1.8898835463   -2.6807352386   -6.2074044342    1.8898826911   -2.6807334869
   4567   -6.2074071315    1.8898835588   -2.6807356160   -6.2074047293    1.8898827033   -2.6807338725
   4568   -6.2074074262    1.8898835714   -2.6807360130   -6.2074050242    1.8898827154   -2.6807342580
   4569   -6.2074077208    1.8898835839   -2.6807363771   -6.2074053189    1.8898827275   -2.6807346433
   4570   -6.2074080152    1.8898835964   -2.6807367859   -6.2074056136    1.8898827396   -2.6807350284
   4571   -6.2074083095    1.8898836089   -2.6807371653   -6.2074059081    1.8898827517   -2.6807354134
   4572   -6.2074086038    1.8898836214   -2.6807375307   -6.2074062025    1.8898827638   -2.6807357982
   4573   -6.2074088978    1.8898836339   -2.6807379228   -6.2074064968    1.8898827759   -2.6807361828
   4574   -6.2074091917    1.8898836464   -2.6807383170   -6.2074067909    1.8898827880   -2.6807365673
   4575   -6.2074094855    1.8898836588   -2.6807387010   -6.2074070849    1.8898828001   -2.6807369516
   4576   -6.2074097792    1.8898836713   -2.6807390841   -6.2074073788    1.8898828121   -2.6807373357
   4577   -6.2074100727    1.8898836837   -2.6807394605   -6.2074076725    1.8898828242   -2.6807377197
   4578   -6.2074103661    1.8898836962   -2.6807398613   -6.2074079661    1.8898828363   -2.6807381034
   4579   -6.2074106594    1.8898837086   -2.6807402245   -6.2074082596    1.8898828483   -2.6807384871
   4580   -6.2074109526    1.8898837211   -2.6807406064   -6.2074085530    1.8898828604   -2.6807388705
   4581   -6.2074112456    1.8898837335   -2.6807409976   -6.2074088462    1.8898828724   -2.6807392538
   4582   -6.2074115384    1.8898837459   -2.6807413797   -6.2074091393    1.8898828845   -2.6807396369
   4583   -6.2074118312    1.8898837583   -2.6807417779   -6.2074094323    1.8898828965   -2.6807400199
   4584   -6.2074121238    1.8898837707   -2.6807421392   -6.2074097252    1.8898829086   -2.6807404027
   4585   -6.2074124163    1.8898837831   -2.6807425293   -6.2074100179    1.8898829206   -2.6807407853
   4586   -6.2074127086    1.8898837954   -2.6807429079   -6.2074103105    1.8898829326   -2.6807411678
   4587   -6.2074130008    1.8898838078   -2.6807432812   -6.2074106029    1.8898829446   -2.6807415500
   4588   -6.2074132929    1.8898838202   -2.6807436809   -6.2074108953    1.8898829566   -2.6807419322
   4589   -6.2074135849    1.8898838325   -2.6807440538   -6.2074111875    1.8898829686   -2.6807423141
   4590   -6.2074138767    1.8898838449   -2.6807444377   -6.2074114796    1.8898829806   -2.6807426959
   4591   -6.2074141684    1.8898838572   -2.6807448139   -6.2074117715    1.8898829926   -2.6807430775
   4592   -6.2074144600    1.8898838695   -2.6807451952   -6.2074120634    1.8898830046   -2.6807434590
   4593   -6.2074147514    1.8898838818   -2.6807455755   -6.2074123551    1.8898830166   -2.6807438403
   4594   -6.2074150428    1.8898838941   -2.6807459643   -6.2074126467    1.8898830286   -2.6807442214
   4595   -6.2074153339    1.8898839065   -2.6807463554   -6.2074129381    1.8898830406   -2.6807446023
   4596   -6.2074156250    1.8898839187   -2.6807467304   -6.2074132294    1.8898830525   -2.6807449831
   4597   -6.2074159159    1.8898839310   -2.6807471019   -6.2074135206    1.8898830645   -2.6807453638
   4598   -6.2074162067    1.8898839433   -2.6807474763   -6.2074138117    1.8898830765   -2.6807457442
   4599   -6.2074164974    1.8898839556   -2.6807478663   -6.2074141026    1.8898830884   -2.6807461245
   4600   -6.2074167879    1.8898839678   -2.6807482439   -6.2074143935    1.8898831004   -2.6807465046
   4601   -6.2074170783    1.8898839801   -2.6807486061   -6.2074146841    1.8898831123   -2.6807468846
   4602   -6.2074173686    1.8898839923   -2.6807490032   -6.2074149747    1.8898831243   -2.6807472644
   4603   -6.2074176587    1.8898840046   -2.6807493821   -6.2074152651    1.8898831362   -2.6807476440
   4604   -6.2074179487    1.8898840168   -2.6807497556   -6.2074155555    1.8898831481   -2.6807480235
   4605   -6.2074182386    1.8898840290   -2.6807501299   -6.2074158456    1.8898831601   -2.6807484028
   4606   -6.2074185284    1.8898840412   -2.6807505179   -6.2074161357    1.8898831720   -2.6807487819
   4607   -6.2074188180    1.8898840534   -2.6807509072   -6.2074164256    1.8898831839   -2.6807491609
   4608   -6.2074191075    1.8898840656   -2.6807512697   -6.2074167154    1.8898831958   -2.6807495397
   4609   -6.2074193969    1.8898840778   -2.6807516527   -6.2074170051    1.8898832077   -2.6807499184
   4610   -6.2074196861    1.8898840900   -2.6807520279   -6.2074172947    1.8898832196   -2.6807502969
   4611   -6.2074199752    1.8898841022   -2.6807524051   -6.2074175841    1.8898832315   -2.6807506752
   4612   -6.2074202642    1.8898841143   -2.6807527876   -6.2074178734    1.8898832434   -2.6807510533
   4613   -6.2074205531    1.8898841265   -2.6807531597   -6.2074181626    1.8898832553   -2.6807514313
   4614   -6.2074208418    1.8898841386   -2.6807535406   -6.2074184517    1.8898832671   -2.6807518091
   4615   -6.2074211304    1.8898841508   -2.6807538989   -6.2074187406    1.8898832790   -2.6807521868
   4616   -6.2074214189    1.8898841629   -2.6807543007   -6.2074190294    1.8898832909   -2.6807525643
   4617   -6.2074217072    1.8898841750   -2.6807546678   -6.2074193181    1.8898833027   -2.6807529416
   4618   -6.2074219955    1.8898841871   -2.6807550443   -6.2074196066    1.8898833146   -2.6807533188
   4619   -6.2074222835    1.8898841992   -2.6807554334   -6.2074198950    1.8898833264   -2.6807536958
   4620   -6.2074225715    1.8898842113   -2.6807557945   -6.2074201833    1.8898833383   -2.6807540727
   4621   -6.2074228593    1.8898842234   -2.6807561812   -6.2074204715    1.8898833501   -2.6807544493
   4622   -6.2074231471    1.8898842355   -2.6807565559   -6.2074207596    1.8898833620   -2.6807548259
   4623   -6.2074234347    1.8898842476   -2.6807569534   -6.2074210475    1.8898833738   -2.6807552022
   4624   -6.2074237221    1.8898842597   -2.6807573235   -6.2074213353    1.8898833856   -2.6807555784
   4625   -6.2074240094    1.8898842717   -2.6807576852   -6.2074216230    1.8898833975   -2.6807559544
   4626   -6.2074242966    1.8898842838   -2.6807580701   -6.2074219106    1.8898834093   -2.6807563303
   4627   -6.2074245837    1.8898842958   -2.6807584408   -6.2074221980    1.8898834211   -2.6807567060
   4628   -6.2074248707    1.8898843079   -2.6807588004   -6.2074224853    1.8898834329   -2.6807570816
   4629   -6.2074251575    1.8898843199   -2.6807591838   -6.2074227725    1.8898834447   -2.6807574569
   4630   -6.2074254442    1.8898843319   -2.6807595659   -6.2074230595    1.8898834565   -2.6807578322
   4631   -6.2074257308    1.8898843439   -2.6807599501   -6.2074233465    1.8898834683   -2.6807582072
   4632   -6.2074260172    1.8898843559   -2.6807603176   -6.2074236333    1.8898834801   -2.6807585821
